DFTU	DFRC	DFNC	DFRN
ORC1	LOC100505988	LRRC40	FAM133B
ELK3	XLOC_l2_001310	MRPL50	FAM156B
ZBTB26	XLOC_014394	ZNF830	KLF12
SNORD116-29	PIGF	HAUS6	TLN2
AKAP17A	RBM12B	SLC8A2	ANKRD57
XLOC_012193	ALG11	FAM91A1	ZNF776
FAH	SNORD68	XLOC_002577	XLOC_001990
LOC100652766	XLOC_l2_004950	COG6	XLOC_012226
XLOC_l2_011309	MTRNR2L7	CLASP2	PRCD
AGT	LOC100506070	MPHOSPH10	XLOC_l2_015170
TAGLN2	AKAP8	LOC100287633	OR5H1
XLOC_000872	SIT1	LYRM2	C11orf87
XLOC_013814	PDE7A	HELZ	YTHDC2
SUMO2	C2orf85	RSPRY1	YIPF6
KIAA0232	LOC728218	LOC100130890	LOC100507505
SDC1	STK19	RNF11	ZXDC
CXorf65	GRAMD1A	EML4	THEG
FAM25C	CLU	LOC151174	SRRT
FLVCR1	XLOC_008367	HACE1	SH3GLB1
ZNF707	XLOC_001588	POMP	EIF2S1
CBX8	GLYATL2	CLDN7	FSIP1
C19orf18	XLOC_008252	AQP4	FKSG2
PLD4	XLOC_007099	ATF1	Q8IWW8
LOC100506935	SLC2A3	MRPL13	XLOC_013872
XLOC_013763	XLOC_013103	XLOC_003870	C14orf99
COL11A2	XLOC_007145	ARPC5	XLOC_001835
ANGPTL4	CTDSPL2	MTDH	CHMP2A
ABCG2	BCL9L	LOC149351	SYCE1
ZNF117	KCNJ12	XLOC_l2_001669	XLOC_l2_011805
SLC6A8	XLOC_005953	LOC100652935	XLOC_010190
ZNF358	OSTCP1	UBTD2	XLOC_009514
IFI35	RNF151	LOC100652764	LYRM2
RIC8A	DCAF12L2	PLOD1	DTWD2
XLOC_000746	PRKD3	FAM27E3	LOC100507305
ACTN4	DAPK3	PPIP5K2	SNRPG
HAUS4	XLOC_011350	HOXA9	LOC728755
KIF4A	LINC00112	ZNF654	SPHAR
XLOC_005755	ARL2	C15orf24	Q9BVX4
REEP4	ATP13A4	TMED2	XLOC_009788
UBN2	XLOC_004710	PURB	GPR45
XLOC_009649	ZNF254	LINC00303	NSUN5
PDCD7	XLOC_l2_000864	XLOC_l2_006196	LOC255654
XLOC_l2_005692	KIAA1908	STARD5	ETFDH
TMEM87B	TRAF1	D4S234E	LOC147093
LOC442132	MALAT1	ZNF384	XLOC_009829
PCBD1	HTT	SIK1	Q21WG5
SNORD110	XLOC_006586	TRAM1	XLOC_l2_001408
LOC100129060	XLOC_003313	ABAT	PPP2R2C
XLOC_005866	DLGAP4	MAGED4B	XLOC_010924
VHL	MTOR	LOC100652895	HDAC11
RHOXF2	C16orf57	PPIG	ZBTB48
KCNC3	NIN	OR8H1	LOC100505711
XLOC_008405	ARRDC3	SNORA21	NEK4
LOC729609	CAMSAP2	HES4	XLOC_003488
ANKS3	SORCS2	PPDPF	TFF3
LOC100287188	NME7	DPP8	RDH8
DMTF1	TMED6	RASGRP1	RPTOR
KIAA0913	TMEM88	PLEKHF2	ATP13A3
SIK1	CDCA7	SNX5	XLOC_013288
FGF11	ZNF408	ARMC6	XLOC_010411
TCEAL2	LOC100132474	ARCN1	XLOC_007057
XLOC_012025	WNT1	GABRA3	XLOC_001208
SHISA6	FASTK	TMX3	IRAK3
PGK1	HSF1	ZNF282	MYH13
SULF2	FAIM2	USP22	XLOC_005076
OR6Y1	CBLN3	LOC100505606	SUGT1P1
ARHGAP19	XLOC_013047	SPATA2L	XLOC_003314
NAPB	XLOC_l2_002351	FOSL1	XLOC_010291
PAFAH1B3	LOC100128670	TMEM85	USP26
HTR7P1	POGZ	C11orf74	LOC285692
XLOC_001515	XLOC_008945	KIN	XLOC_002588
XLOC_012216	ETNK1	CNFN	SPCS3
NAPG	FGFBP1	GCC2	POLL
ERVFRD-2	XLOC_010829	CAP1	KRTAP5-9
CG030	C6orf164	HMGCR	XLOC_013347
CDK5	EHBP1	XLOC_011747	PTCRA
MRPL38	CHTF18	CSHL1	XLOC_000052
XLOC_000377	PLK3	RTL1	PHF8
POTEE	XLOC_005081	STAU2	NAA38
ITSN1	GLIS2	PNKP	XLOC_013368
MRPL2	KLHL8	MED14	XLOC_000222
PGM1	PPFIA1	GNG11	XLOC_003542
XLOC_l2_011265	LOC100506115	TMEM38B	FUT1
HLA-E	XLOC_l2_015738	PCDH15	PARP6
IKBKB	GTF2IRD2B	FBXW4	HBM
KCTD5	RAB28	AICDA	LOC100506913
LOC100652952	LOC283693	FLJ46552	XLOC_004431
CENPV	FZD3	XLOC_009080	ADAM7
C6orf15	SLC1A5	OR8B3	XLOC_001131
ZHX2	LOC100128126	LOC729799	XLOC_010686
DEFB134	PROZ	EIF2AK3	TMEM55A
TNFRSF1B	NKX2-8	XLOC_009385	TANC1
PCCB	ACSM3	USP34	LOC643201
XLOC_006973	KIAA0754	LOC100508120	PPP1R3B
CHRNA10	BCLAF1	SCGB1A1	BSN-AS2
LOC729513	LOC729506	LOC100507395	THAP7-AS1
KDELR1	XLOC_008344	NAE1	GPS2
VPS33B	XLOC_l2_007832	ZNF567	PPP3R1
PUS3	XLOC_014408	ZYG11B	C9orf41
XLOC_014106	ANTXR2	CAPNS1	C6orf138
TAF1C	IGSF9	RPIA	NMNAT1
XLOC_005976	IGFBP2	SKAP2	PIGP
XLOC_005513	PRDM9	ATP2A2	FOXE3
WDR53	DHPS	CD44	XLOC_007686
SNORD116-6	XLOC_l2_012154	PSMD7	TBC1D2
CDC42EP1	XLOC_011891	BMP2K	DLGAP2
MYBPC2	ATP6V1G2	XLOC_004549	XLOC_013868
LOC100505516	DCUN1D2	DCAF8	XLOC_l2_005298
WDR90	C11orf9	DUSP4	XLOC_006080
HIF1AN	XLOC_008559	XLOC_014139	LOC100127961
AKR7L	LOC100288781	FAM69A	LEPR
SMPD2	MBD5	C17orf110	XLOC_000732
RALB	CSNK1A1P1	LOC100652839	GMPS
ZKSCAN1	LIMA1	MSL2	LOC642311
EDC3	LOC389765	CTSD	HIPK1
LOC145216	TMEM133	LIME1	XLOC_l2_009160
MILR1	SNCB	XLOC_009880	POMT1
CRTC3	LOC100131829	POTEE	LOC100505988
DHX8	XLOC_009637	FRA10AC1	PSMB8
PARD6A	HEXDC	SLC48A1	DNAJB14
RBM19	XLOC_000377	OASL	PRPF40B
WWTR1	PLA2G4E	ZNF790	MON1A
LYG1	FADS3	WDR35	E4F1
C4orf39	PA2G4	SH3TC1	PCDHA2
PPP1R37	GSTA4	ARAP1	XLOC_004096
ILVBL	LOC645262	XLOC_l2_003848	XLOC_l2_014011
XLOC_012800	LOC283104	ANKRD17	FRMD8
VCX2	TBC1D3P5	MSH5	LOC100131742
SMPD1	XLOC_009911	HILPDA	LOC100508383
XLOC_008344	CIB1	PAX6	OR4C15
C7orf13	CBFA2T3	RPS27L	TACC3
MARK2	LOC441666	HMX2	ZNF665
LOC100130887	XLOC_l2_012388	OR14I1	XLOC_004180
LOC100506452	AZI1	MAP2K4	BLOC1S2
SUV39H1	EPN1	TDP2	AIF1L
DKKL1	MUSTN1	XLOC_l2_004222	XLOC_011211
MCART1	FIG4	SF3A1	SYNGAP1
XLOC_l2_003133	LOC100288842	ERO1LB	ADHFE1
TNFRSF21	XLOC_003153	XLOC_l2_009172	XLOC_l2_009539
MAGEA6	MAP3K4	COX10	PPAPDC3
SERPINB13	MAPK8IP3	LRRC41	RTEL1
XLOC_l2_012046	XLOC_006751	LOC100130830	SLC25A34
XLOC_003883	MS4A12	GNLY	FAM126B
XLOC_008981	HSPA4L	ALPPL2	BMP6
UBE2Q2P3	TRIM16L	EMX1	ACTN3
XLOC_009782	FBXO18	ZNF420	SLIT1
PROCA1	C4orf48	PPP6R2	EXOSC7
GALNTL4	PEX26	NKX2-3	C1orf95
PTBP3	NAMPT	GCFC1-AS1	XLOC_l2_010888
SLC37A1	KLHL17	LOC100129072	LOC286186
IFT20	XLOC_l2_013963	METTL16	LOC100131667
CCDC142	COBLL1	XLOC_001354	XLOC_002530
PGPEP1	DPH3P1	MBD6	LOC100129884
CDC20	CHSY3	AKAP11	LOC100506885
EPOR	SPINT1	ZNF833P	DRP2
CCDC151	ELAC2	RBAK-LOC389458	TSKU
BGLAP	CPNE7	LIG4	XLOC_l2_007176
APOBEC3G	CG030	SPDYA	NCOR2
ORAI1	ALAS1	FAM208A	DEPDC7
PCSK5	CPNE9	AGPAT4	XLOC_005476
XLOC_008619	FLJ39051	XLOC_007824	XLOC_013682
LBP	BID	CXCL2	LOC643623
STK38	PIGK	G6PD	XLOC_012120
SNRPA	PCSK5	LOC100505687	XLOC_012965
XLOC_003695	CLMN	PC	SDR16C6P
LOC96610	APC	ZNF252	AEBP2
MKS1	XLOC_000495	TRAP1	XLOC_005144
TPI1	C2CD2L	PIDD	XLOC_010664
ZP3	XLOC_013682	XLOC_001453	HAMP
RNF128	GRB2	FOXG1	LOC280665
CDCA3	ADAM18	MYB	NPIPL2
KIAA0930	ANGPT4	AP2M1	XLOC_004242
XLOC_014513	TRIM77P	TNFAIP1	UPK3A
ZNF23	ACOT4	SLC44A2	CENPBD1
FBXO32	XLOC_l2_015121	LEMD2	XLOC_000585
XLOC_005942	INMT	THOC1	COX16
PSPC1	ATF7IP2	XLOC_003501	HSPG2
DCAF15	TMEM134	H1FOO	ITPKB-IT1
NT5DC2	XLOC_012689	ZNF362	LOC100129171
PNLIP	BRWD1	DKFZP434F142	XLOC_007885
XLOC_006645	XLOC_l2_001399	PPARD	DACT2
AKAP2	WNT8A	NBAS	LOC100506631
LOC100507656	XLOC_l2_006399	TAAR5	ATP5S
KRT81	XLOC_011298	TAF4B	KRT27
MTPAP	ARMC4	XLOC_002111	ARHGAP18
DNAPTP3	LINC00271	SLC25A32	SCN3B
DDX60	HSP90AB6P	ORMDL1	LOC100130817
PTGES2	SCARNA17	XLOC_000482	CD97
GLUD2	CATSPER2	FBXO11	LOC100506907
UBA7	LOC100652802	FAM193A	XLOC_014132
THAP7	XLOC_006929	EIF5	XLOC_012348
XLOC_000210	XLOC_013906	LOC100128714	OR10A6
MOGAT2	LRRC3C	PYGB	IL13RA2
MPND	CACNA1E	SEL1L	XLOC_003318
LOC100132474	ATP6V1E2	OR6W1P	GAS2L2
XLOC_012593	RTP1	PPWD1	XLOC_l2_001810
MR1	P4HA1	LOC100509263	CXorf28
AAAS	C20orf96	HCN2	SPAG7
CYBA	XLOC_l2_015722	IL13RA1	USP53
TYROBP	CYP17A1	HHLA3	TMSB4Y
NCOR1	LMAN2	NUF2	CRAMP1L
HERC2P4	CYTB	MTIF2	SULT2A1
RAB6A	GRAP	SNORA49	XLOC_011602
LOC100130445	HIST1H3A	CBX5	OLFM2
XLOC_002953	XLOC_l2_012210	PRKAA1	RASGRP4
CRISPLD2	LOC100130453	XLOC_l2_010549	NUCB1
METTL21A	XLOC_l2_015100	SGMS1	XLOC_003385
ITPR2	IL28B	CABIN1	DNAH12
XLOC_012176	SNORA84	BRD1	LMOD1
NEDD4L	SSX7	ALG11	ARNT2
SUMF2	OR2L1P	TMEM141	CNGB1
PTBP1	WWOX	MRPS6	XLOC_002969
POLR3C	GPR146	LOC729737	CNOT3
DHRS11	XLOC_l2_012323	SFTA3	OGN
SLITRK6	CRISPLD2	DKFZp547G183	DAPK3
PTOV1	FAM66D	MUDENG	XLOC_003917
XLOC_009846	C4orf39	ETFDH	LOC90834
GLTP	SLC25A34	XLOC_011043	LOC100132292
ZDHHC11B	ANG	NOS3	PURA
CCDC7	RN5-8S1	MIER3	LINC00174
ACTL8	MIXL1	XLOC_012601	STK35
XLOC_012572	OR8H2	PYGO2	OXSM
XLOC_005929	KHSRP	XLOC_011577	FGF14
CECR7	FAM54A	BRWD1	LRRC37A2
XLOC_l2_002952	XLOC_005877	RPRD2	ANKRD65
ZNF638	FLJ30679	BANK1	BIRC2
PRKAG2	ACTR3BP2	CCDC91	LOC100286922
FLJ45684	AZGP1	RHBDD2	MAGT1
MAEL	ZIK1	CRCP	ALDH7A1
KRTAP2-1	XLOC_011211	NUP210	XLOC_003820
HTR1E	XLOC_010348	TAB1	XLOC_011708
SCARNA17	GPR174	ALG5	XLOC_001952
CELA2B	DNAJC21	XLOC_005887	XLOC_003719
CNPPD1	LOC100130097	XLOC_l2_007835	BAIAP2L2
ABCF2	OBFC1	C8orf67	MBTPS2
IMMT	LINC00371	CHCHD1	CIB1
POLD2	MAF1	H3F3A	ALOX12B
NDUFS7	SLC22A24	PSMA3	LOC100652987
HAVCR2	GCNT3	MLX	XLOC_012851
PPP1R13L	FLJ44342	CDK6	XLOC_012889
XLOC_005126	PPARG	PKMYT1	MDH1
ATG7	OR4D6	SETD1A	OR52R1
N4BP2	XLOC_003141	WARS	CACNB1
CSTA	C9orf30-TMEFF1	SNX17	SLC25A46
RAPGEF4	NMU	PCDHGC3	HDGF
C1orf138	CSAD	MSH2	C5orf56
F8A2	ZMAT5	FAM120AOS	SLC6A8
LOC100652897	SAP30	IQGAP3	LOC100289607
PYY	KCTD12	LOC100288198	TTC28-AS1
CORO1B	XLOC_000236	C11orf2	LOC100506123
XRCC2	XLOC_l2_015827	SMAD7	LOC100288449
TBL1XR1	ORC2	RRS1	LOC254099
ATP13A4	MEOX1	C6orf228	ALDOB
TUBA1A	LOC100506694	NAA38	XLOC_l2_015938
SNX8	CLDN12	ANO6	PAX5
XLOC_013290	XLOC_l2_014048	ZSWIM7	CC2D1B
NF1	PHB	C4orf21	HEPH
XLOC_001994	CTNNAL1	FPGS	XLOC_l2_006797
GOT1	LOC100507092	LOC100131043	UPK1A
XLOC_l2_007287	CLCN2	MED13	LOC200772
FTO	PRAMEF11	LOC100506919	ANP32C
ATG13	NFIL3	UBP1	GOLGA6L5
COPG	XLOC_004250	MFAP3	ZCCHC13
MS4A7	C3orf37	PELP1	RAD23B
XLOC_l2_013256	ZMYND11	LOC100130275	ATP2B2
DKK4	CENPT	GTSE1	XLOC_011470
DNAJB11	MMGT1	BDH2	SPAG9
KIAA0922	BIRC2	ASAH1	XLOC_005640
MGC57346	GAPT	TNP2	LOC100507513
XLOC_011568	IL18BP	XLOC_002075	AGXT2L2
PSORS1C3	STARD13	MAGEH1	LOC285103
RHOD	XLOC_l2_014982	XLOC_008487	HPS6
XLOC_012638	H2BFM	POGZ	ANLN
XLOC_007573	XLOC_007918	ENO2	FAM160B2
XLOC_009894	XLOC_009738	XLOC_009797	DCUN1D2
PKM2	CAPNS2	MYBPC1	CGNL1
AMPD2	CACNG8	SYT17	ACSM2A
XLOC_000482	LOC339988	ZFPM1	D2HGDH
SGMS2	LOC100506191	SYNE1	XLOC_010682
ANGEL1	CNTD1	C3orf23	XLOC_014174
THAP3	LOC100507139	C6orf203	XLOC_003269
SLC38A6	LGALS8	XLOC_l2_005793	CDC42
PLEKHM2	XLOC_l2_013301	LOC100506732	EFHD1
IDI2-AS1	KDM1B	XLOC_l2_009804	TMEM74
SRSF11	XLOC_005640	NDUFA1	SGIP1
HDAC8	EFS	MEX3C	LOC391766
MAP2K1	ELK4	TMX1	ARPP19
TES	FCGR2B	RCBTB1	STMN2
XLOC_007150	GPR112	SMC4	PRDM4
C3orf17	XLOC_005209	LOC100507462	XLOC_006532
XLOC_004171	EPHB1	XLOC_003274	TARBP1
TFCP2L1	XLOC_011096	LINC00493	P01115
MGC23284	HAUS5	RNASEK	LOC100131032
LIX1L	SFSWAP	FBXL15	XLOC_l2_002423
IGLL5	XLOC_006200	C3orf15	MAGEA1
XLOC_l2_013485	RNF219	SNORD114-9	XLOC_008041
POLR3D	TAF1C	LCE1A	PCDHB2
LOC100128517	ZZEF1	LOC497256	ASPHD1
ZNF131	LOC100130027	BCL7B	XLOC_l2_012432
KDM4D	TM2D3	VPS13B	SHC2
LOC338797	LOC285954	C5orf30	NCRNA00249
GPS1	KISS1R	FBXO21	XLOC_002760
PFKP	LOC100507335	PCMTD2	XLOC_011971
SMS	TUBGCP4	SLC25A1	MBP
XLOC_014251	LOC401320	XLOC_002624	CHCHD8
LGALS14	LOC100652897	UQCRBP1	SH2D4B
ATP6V1F	TSG1	UCKL1	ACTN2
SQSTM1	LOC100506800	CD69	NADSYN1
XLOC_009167	XLOC_l2_007933	SCFD1	LOC440970
KIAA1109	LOC142937	HAUS2	C14orf37
XLOC_009358	LOC389641	XLOC_009345	XLOC_008341
XLOC_007171	TREML2	POTEM	GNG3
EIF3G	DSG2	FAM118A	CTU1
RNU11	CRYBB1	PCGF6	SLC15A2
NDUFB11	CBX3P2	DEDD	USP43
PIF1	ATAD5	QSER1	XLOC_l2_005287
IGF2BP1	IGSF9B	NRBP1	CHRNA1
TMEM194B	GABARAPL2	DNAJA2	LINC00403
FXYD2	LOC100509621	ACY1	PEX1
NHEJ1	C7orf63	STX1B	XLOC_012444
SLC9A7P1	NR1H2	RPL34	C6orf164
XLOC_l2_015764	ZNRD1	CDX1	SUPT4H1
XLOC_008367	CPT1B	YTHDF3	XLOC_011307
WHAMM	TTTY19	KRT16P3	SLC10A1
LOC100505986	ZMYM1	ZNF121	LGALSL
DPPA5	GGH	CCL22	SREK1IP1
WFDC3	Q25LE9	FAM153A	XLOC_004697
THAP11	CCDC164	XLOC_004050	LOC440944
METTL21CP1	XLOC_006908	SOLH	C9orf78
PPT2	XLOC_010634	LINC00371	PKP1
RNF5	LOC728061	PTEN	LIMS3L
FAM64A	XLOC_002793	LGALSL	G6PC
LOXL1	SNORD96B	CCDC84	MAZ
KCNMB1	MAP3K11	WDR24	PPA1
DPM2	SRGAP2P2	PPP4C	XLOC_010626
TTTY14	FMO6P	ANKRD26	OR10J1
XLOC_l2_008450	XLOC_004430	FSTL4	ZNF710
XLOC_l2_013863	RHPN2	RHBDL1	LOC100505634
CIR1	TAS2R14	DBT	GPHA2
DAND5	MYO19	XLOC_l2_006595	AQP6
HINFP	ZNF695	ACTR10	DPRX
CDH26	WDR81	RPS6KA1	OR8B4
CHRM4	XLOC_l2_008203	SUPT16H	XLOC_006132
LOC158435	MTRNR2L10	SNORA1	VPS13B
IGLL1	LOC148189	ICK	XLOC_007524
XLOC_l2_008609	ANKRD36BP2	KIAA0528	XLOC_003484
XLOC_l2_006173	MTRNR2L3	MAFF	ETV6
XLOC_003228	NOV	SRSF10	CNTNAP1
AP1S3	HMGXB3	GPR152	PLCB4
RXRB	XLOC_013602	ZNF561	AGRN
ACTBL2	P2RY4	SNORD99	NDP
TCTN2	XLOC_003358	ITGB3BP	RAB6C
PLD1	KRTAP3-3	SCAF11	SPRR3
ST7	C17orf110	FBXW11	LOC100287366
AHCY	GABRA3	ST6GALNAC4	FAM138D
SHROOM4	CASC4	ASPSCR1	XLOC_001850
XLOC_005875	ASPG	BAZ2B	FAM71C
CCDC22	CAPN10	ZNF37BP	FAM186B
XLOC_006269	ENDOD1	TNIP1	RBM18
C19orf43	AJAP1	CGGBP1	CNKSR2
LOC100505786	XLOC_014106	RNU11	PCNT
APEH	NFIC	TSPAN13	FLJ45340
FLII	ZNF324B	DCAF16	XLOC_010500
CCND3	ERV3-1	C12orf4	ZNF295
OR1K1	ANK2	BMI1	PRF1
PAWR	XLOC_011331	CCDC72	XLOC_008894
PFN1	XLOC_007357	ZMYM1	VWA1
GYPA	LOC401357	NEMF	TRMT11
XLOC_l2_011987	PTTG3P	PPP1R12A	WBP5
PEA15	XLOC_006898	MPRIP	FAM9B
SDF4	CHID1	RNMT	THOC1
XLOC_l2_000945	FAM96A	XIAP	CHKA
LOC100652913	LOC100506220	CDKN1B	SEPT3
NBR1	XLOC_003870	KIF13B	XLOC_l2_009794
ERGIC3	LINC00402	HBXIP	XLOC_001376
ZAR1	KCNJ13	TSEN15	C1QTNF3
MIS18A	XLOC_l2_003293	VEZF1	CTSG
BRD4	GSDMB	ZMPSTE24	ZNF334
SMAD7	PAPLN	LOC340515	MED13
C8orf56	XLOC_014050	LRRC39	C4orf6
AKR1B1	SLC22A20	PHF6	OR2T2
POMC	TFF3	DIRC2	XLOC_008007
TMEM181	QPCT	CENPO	EIF3A
XLOC_l2_015441	IYD	XLOC_010889	MBD3
IL28B	TAF1	ZNF37A	TMBIM4
XLOC_013946	LOC651536	ZCRB1	PLEKHM3
OR13C5	LOC100505718	LOC100507387	XLOC_013989
WDR75	XLOC_008015	DLAT	DAZAP2
C1orf127	PEX11A	ZBTB8A	NPY5R
PARP15	LOC729678	CYP1B1	FKBP6
DBNDD1	ZNRF2P1	VCAM1	ZC3H3
CFDP1	TIFA	XLOC_000318	XLOC_013873
GPATCH4	HERC2P7	CEP250	RET
XLOC_013407	QKI	KCNK15	XLOC_l2_015612
ARMC6	LOC729513	PRRT1	XLOC_011117
CHI3L1	GPC4	PSTK	ASGR1
CDK5RAP1	XLOC_009249	AKAP9	LOC100506767
FOXO4	RUNX3	CDK2	XLOC_002913
LOC100505942	CLTCL1	LDB1	GPR143
OGFR	XLOC_008433	ZNF302	C11orf35
TGIF2	XIRP1	FANCL	LOC100506649
XLOC_012905	SEPT6	SH3RF2	LOC439990
RBCK1	XLOC_008088	PPP1R3B	LOC283854
MOK	LOC100505729	LOC100507195	MRPL40
RNPC3	ZNF710	METTL18	XLOC_l2_015803
KLF16	UBA6	KRTAP9-1	DLX1
XLOC_003027	ZBTB43	CHML	OVGP1
LOC100129203	NDRG1	XLOC_l2_000123	CCDC64B
TPD52L2	XLOC_l2_000416	ACADSB	RFX7
XLOC_005729	XLOC_005755	TMEM126B	TDRD12
ZNF805	B3GNTL1	KIAA0101	PTX3
PHF20	PLAC1	XLOC_010746	NANS
IVL	ZMAT1	XLOC_012812	XLOC_009936
NR0B2	VRK3	FAM3B	XLOC_l2_005116
XLOC_006814	SLC20A1	USP6NL	XLOC_009282
C20orf94	KLRG2	ZNF480	NEK11
TRAF4	CDC42BPB	PRAMEF5	STK40
DNTTIP2	EXOC3L1	OTOF	SREK1
HYMAI	SNORD94	DOCK2	XLOC_l2_003908
BET3L	RAD51AP2	JHDM1D	LOC115110
IYD	ZRANB3	EXOSC10	FLJ37798
ZNF44	XLOC_l2_010386	PRKD2	AMOT
XLOC_003889	LOC100422737	C1orf131	MUDENG
LOC100508202	LMO3	DNAJC15	GJA8
C19orf47	HDAC9	ARL13B	HOOK2
XLOC_009023	APOL5	C1orf129	XLOC_005114
EGR2	AIM1L	LOC100506852	LOC100506688
ABL1	SSTR5	XLOC_l2_005244	SLC17A4
XLOC_005544	NADKD1	MBNL2	XLOC_003718
XLOC_013687	XLOC_003668	XLOC_007710	METAP1D
DGCR6L	CYHR1	ZEB1	CAMP
SPNS1	DKFZP434F142	PUS3	XLOC_003660
ARAF	XLOC_l2_000804	NT5DC2	ARPC5L
ZCCHC17	XLOC_l2_010679	FARP1	KRTAP10-5
VSIG8	CCDC18	SRRT	MGC4294
CTAGE1	ZNF581	RFNG	PCBD2
ZSCAN2	XLOC_007831	C2orf68	SNORA47
SNORD45B	MCOLN2	C6orf130	XLOC_l2_004870
GPR4	LOC100507101	PRR7	NOL6
RABL2B	XLOC_010712	HSPA5	XLOC_004978
XLOC_003225	ERBB4	VARS	LRRC17
EIF2D	XLOC_012248	XLOC_009554	LOC100652760
XLOC_010007	DMXL1	GGNBP2	XLOC_l2_005187
ANKRD45	C6orf47	ELF3	LOC645752
RBM25	XLOC_003063	RABEP2	LOC100507128
KIAA1530	RAB42	RGAG4	XLOC_012578
ZNF623	XLOC_010543	ERLEC1	TFDP3
Q5A5F0	SEC31B	COX1	ATP5J2
PDPK1	PDE4DIP	RNF216P1	TMEM92
NANOG	XLOC_l2_013978	ZNF614	CLEC3A
XLOC_000266	LOC100506379	ZNF587	CHTF18
XLOC_004643	LIPT2	MAP7D3	TNFAIP1
SERF1B	XLOC_003262	DKC1	SPDYE2
LOC100507042	GPR27	PRKCA	SCNM1
SNRPB	TBC1D5	DNAJB14	CFI
XLOC_l2_008031	NMB	RLIM	OR5C1
XLOC_003166	TMEM126A	CREB3L1	LOC651337
AKR7A2	DBNDD1	UTRN	TLL2
EEF1DP3	PCDH1	RRP15	YBX1
THY1	RAB20	ACTN1	APBB1
C19orf28	GPT2	XLOC_l2_007063	XLOC_013486
POU5F1	IL22	RIN1	UG0898H09
RGMB	ARFGAP1	ZNF180	COL9A2
GLS2	XLOC_010123	NAIP	DOC2A
TTC4	TPM2	XLOC_l2_009303	XLOC_004914
BAP1	ENGASE	PRAF2	UBE2Q2
LOC284240	XLOC_011346	FGFR1	XLOC_005916
XLOC_l2_007034	B3GNT4	CNIH	REXO2
XLOC_011296	KLHL7	GBE1	ITPK1
DCP1A	XLOC_003560	KCP	OR7A10
PHLPP1	XLOC_008043	LOC100507217	XLOC_001656
XLOC_l2_012467	UNKL	LSM12	XLOC_l2_001462
XLOC_l2_015121	AANAT	AGBL5	RNF207
NAGK	PRMT7	LOC100505971	XLOC_004525
NYX	OSGIN1	VAX1	XLOC_l2_013428
NCOA5	PIK3R5	EAPP	XLOC_013987
PHKG2	LOC100128006	EFNA3	OR5H14
CYP2C9	LOC644714	CARD6	FLJ44477
C11orf68	ZNF549	CHSY1	TXNDC17
CENPO	XLOC_008461	ZFP161	XLOC_010146
HLA-DQA2	XLOC_003937	KIF20A	XLOC_004587
XLOC_009387	HLA-DRB4	XLOC_009305	C4orf21
LOC283585	LOC100506514	LOC100270746	DUSP15
FAM22F	XLOC_004004	NCAPG	KRTAP6-3
PTPN11	ZNF226	DSTN	FAM76B
PAPOLA	MYCN	METAP2	FOLR3
XLOC_003194	SCAMP1	FCRL4	PRAMEF7
LINC00158	SNORD55	LOC153546	FILIP1
ZNF598	RNPC3	APEX2	LIMS1
COPS7A	XLOC_002993	ADRB1	HGFAC
GLE1	CXorf69	TARSL2	VPS36
LOC285593	RNU12	LMF1	OSTF1
LOC285972	MAB21L3	METTL17	ZYG11B
PCYOX1L	C6orf138	LOC100293516	HCFC2
GTF2A1	ECI2	C8orf50	LIPA
FLJ42627	SLC38A7	FAHD1	RPF2
PDCL3	HERC3	MMP17	C20orf20
NFKB2	TRNT1	MTMR4	KIT
NUDT8	XLOC_l2_013808	GIGYF1	ACACB
TEX22	HS1BP3	CDKN2AIP	MICA
B4GALT3	XLOC_003026	FRS2	XLOC_l2_006624
SERTAD3	CHKA	RAPGEF2	PPP2R3C
XLOC_007657	QRFP	TCOF1	XLOC_009815
ZNF384	PPP1R16A	CD3EAP	XLOC_011827
XLOC_014220	LOC151475	NXT2	ZNF707
S100A3	XLOC_010144	LONP1	PF4
LOC100128278	TMEM158	XLOC_013108	ITGAE
OR8B8	NAV2-AS4	CCDC23	APLN
TRIM16L	LOC100507039	ABL1	XLOC_002931
ISYNA1	NAGK	XLOC_008802	XLOC_008352
GTF2IRD2B	SPRN	KANK3	XLOC_l2_012899
LOC100505725	ZNF627	RWDD1	LXN
WDR17	SRSF11	DDR1	FAM111B
MKL1	XLOC_009167	XLOC_004261	XAB2
TMEM179B	INO80E	EFCAB8	MARCKSL1
FLJ45340	XLOC_010774	FAM193B	EBPL
RAPSN	LOC100506390	LOC100506710	KRTAP5-11
LOC100131150	GNASAS	PPP2R3B	SLITRK3
SNORD89	DNM1P46	BTBD1	OTUD6A
DHDDS	LOC650293	XLOC_010077	SMPD3
LOC285540	MND1	MUC21	XLOC_008180
C19orf68	SNHG12	FNBP4	OLFM1
POTEM	LOC100505519	UCHL5	SLU7
RBM43	RPS4Y1	OCRL	LOC100509323
OSBPL3	TXNRD2	TMEM160	CEP44
REPIN1	TMEM216	CHMP3	ISCA2
EVI2B	LOC100506536	BCL2L11	PSMD14
QPRT	FEM1B	C2CD4C	RP2
HFE	PANX2	SYDE2	CCDC106
STRN	PPRC1	FKBP3	CBR4
IFI44L	LOC100130445	XLOC_l2_014182	SNX24
ATF7IP	CD86	DUSP19	LOC100507165
